source_date,source_page,page_number,title,venue,start_datetime,category_raw,event_url
2026-09-14,https://do215.com/events/2026/09/14,1,"Future Days Beer Go Big, Go Birds Giveaway",Future Days Beer,2026-08-26T12:00-0400,food-drink,https://do215.com/events/2026/8/26/future-days-beer-go-big-go-birds-giveaway-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Rod Wave: Don't Look Down Tour,Xfinity Mobile Arena,2026-09-14T20:00-0400,music,https://do215.com/events/2026/9/14/rod-wave-don-t-look-down-tour-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Chad Gray: 30 Years of Madnesss,Theatre of Living Arts,2026-09-14T19:00-0400,music,https://do215.com/events/2026/9/14/chad-gray-30-years-of-madnesss-tickets-vm86eyo
2026-09-14,https://do215.com/events/2026/09/14,1,Cicada: I Was A Teenage Horror Movie (1997) + The Violence Movie (1988),PhilaMOCA,2026-09-14T19:30-0400,music,https://do215.com/events/2026/9/14/cicada-i-was-a-teenage-horror-movie-1997-the-violence-movie-1988-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Fall: Intermediate I (2A) In Person,The German Society of Pennsylvania,2026-09-14T18:00-0400,arts-culture,https://do215.com/events/2026/9/14/fall-intermediate-i-2a-in-person-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,The Rasmus,Underground Arts,2026-09-14T19:30-0400,music,https://do215.com/events/2026/9/14/the-rasmus-tickets-70eqmm1
2026-09-14,https://do215.com/events/2026/09/14,1,The Rasmus,Union Transfer,2026-09-14T19:30-0400,music,https://do215.com/events/2026/9/14/the-rasmus-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,The Belair Lip Bombs,Johnny Brenda's,2026-09-14T20:00-0400,music,https://do215.com/events/2026/9/14/the-belair-lip-bombs-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Steel Beans,MilkBoy,2026-09-14T20:00-0400,music,https://do215.com/events/2026/9/14/steel-beans-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Bartram’s Garden Photo Exhibit at Studio 34,Studio 34,2026-09-14T17:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/14/bartram-s-garden-photo-exhibit-at-studio-34-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,audiOhm Sound Bath,Studio 34,2026-09-14T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/14/audiohm-sound-bath-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Shearling and Brother Dragon,Ortlieb's,2026-09-14T19:00-0400,music,https://do215.com/events/2026/9/14/shearling-and-brother-dragon-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Karaoke with DJ Rachel Wild,Club 624,2026-09-14T19:00-0400,dj-parties,https://do215.com/events/2026/9/14/karaoke-with-dj-rachel-wild-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Bog Man,Plays and Players Skinner Studio,2026-09-14T19:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/14/bog-man-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,GINSBURG’S HOWL as read by James Dalton with the Ginsburg Beat Connection,The Rotunda,2026-09-14T19:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/14/ginsburg-s-howl-as-read-by-james-dalton-with-the-ginsburg-beat-connection-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,CHXRRY - The Ego Tour,The Foundry,2026-09-14T20:00-0400,music,https://do215.com/events/2026/9/14/chxrry-the-ego-tour-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,The Incel of the Basement,Queer House,2026-09-14T20:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/14/the-incel-of-the-basement-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Wellness Walks,The Farm at Awbury,2026-09-14T07:00-0400,arts-culture,https://do215.com/events/2026/9/14/wellness-walks-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,We Walk Philly,Clark Park,2026-09-14T08:30-0400,outdoors,https://do215.com/events/2026/9/14/we-walk-philly-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Let Freedom Ring,Cherry Street Pier,2026-09-14T09:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/14/let-freedom-ring-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Military Mondays,Dave & Buster's,2026-09-14T11:00-0400,food-drink,https://do215.com/events/2026/9/14/military-mondays-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Military Mondays,Dave & Buster's - Philadelphia,2026-09-14T11:00-0400,food-drink,https://do215.com/events/2026/9/14/military-mondays-tickets-klmeep1
2026-09-14,https://do215.com/events/2026/09/14,1,Highlights of the Museum,Philadelphia Art Museum,2026-09-14T11:00-0400,arts-culture,https://do215.com/events/2026/9/14/highlights-of-the-museum-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Mondays @ McCormick's,Senator McCormicks Philly Ofc.,2026-09-14T12:00-0400,charity-activism,https://do215.com/events/2026/9/14/mondays-mccormick-s-dave-s-birthday-celebration-2000-market-you-re-old-enough-to-do-better-tickets
2026-09-14,https://do215.com/events/2026/09/14,1,Live From the Museum: Introducing the Six Signers,National Constitution Center,2026-09-14T12:00-0400,arts-family,https://do215.com/events/2026/9/14/live-from-the-museum-introducing-the-six-signers-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Mondays @ McCormick's Special Edition - Mamas,Senator McCormick's Philadelphia Office,2026-09-14T12:00-0400,charity-activism,https://do215.com/events/2026/9/14/mondays-mccormick-s-special-edition-mamas-mccormicks-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Live From the Museum: Introducing the Six Signers,National Constitution Center,2026-09-14T14:00-0400,arts-family,https://do215.com/events/2026/9/14/live-from-the-museum-introducing-the-six-signers-tickets-jaqnqkb
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Highlights of the Museum,Philadelphia Art Museum,2026-09-14T15:00-0400,arts-culture,https://do215.com/events/2026/9/14/highlights-of-the-museum-tickets-vbpnx9o
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Industry Night at Buttonwood Grill,Peddler's Village,2026-09-14T16:00-0400,arts-family,https://do215.com/events/2026/9/14/industry-night-at-buttonwood-grill-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Mexican Independence Day Bar Crawl | Philly's One And Only,1322 Chestnut St,2026-09-14T17:00-0400,dj-parties,https://do215.com/events/2026/9/14/mexican-independence-day-bar-crawl-philly-s-one-and-only-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,West/Southwest Rising Chapter Meeting,Kol Tzedek,2026-09-14T17:45-0400,charity-activism,https://do215.com/events/2026/9/14/west-southwest-rising-community-meeting-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,West/Southwest Rising Annual Cookout,Malcolm X Park,2026-09-14T17:45-0400,charity-activism,https://do215.com/events/2026/9/14/west-southwest-rising-annual-cookout-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,September Plant Swap at Manayunk Pop Up Garden,PHS Pop Up Garden at Manayunk,2026-09-14T18:00-0400,outdoors,https://do215.com/events/2026/9/14/september-plant-swap-at-manayunk-pop-up-garden-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Being Present with Art: Welcoming Change,The Barnes Foundation,2026-09-14T18:00-0400,arts-culture,https://do215.com/events/2026/9/14/being-present-with-art-welcoming-change-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Cold Beer Reading,the Bottle Shop,2026-09-14T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/14/cold-beer-reading-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,The Performance Lounge,Prism Arts Philadelphia,2026-09-14T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/14/the-performance-lounge-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Lady Laughs Philly: Open Mic Night,Tattooed Moms,2026-09-14T18:00-0400,trivia-open-mics-other,https://do215.com/events/2026/9/14/lady-laughs-philly-open-mic-night-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Dungeons & Drafts,Evil Genius,2026-09-14T18:00-0400,food-drink,https://do215.com/events/2026/9/14/dungeons-drafts-tickets
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Philadelphia September Vinofile VIP+ Pick-Up Party,City Winery,2026-09-14T18:00-0400,music,https://do215.com/events/2026/9/14/philadelphia-september-vinofile-vip-pick-up-party-tickets
