source_date,source_page,page_number,title,venue,start_datetime,category_raw,event_url
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,Twilight Tunes & Makers Market!,Roxborough,2026-09-17T17:00-0400,arts-family,https://do215.com/events/2026/9/17/twilight-tunes-makers-market-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,LIGEIA by Edgar Allan Poe,Asian Arts Initiative Project Space,2026-09-17T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/ligeia-by-edgar-allan-poe-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,"THU, SEP 17 | JEFF KASHIWA | 6:30pm and 9:00pm Show",SOUTH Jazz Club (Unscripted Jazz),2026-09-17T18:30-0400,music,https://do215.com/events/2026/9/17/thu-sep-17-jeff-kashiwa-6-30pm-and-9-00pm-show-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,Lunar Retreat,The Pearlstein Gallery,2026-09-17T18:45-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/lunar-retreat-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,"Phillies Specials in Restaurant, Food & Drink Deals",Brooklyn Bowl Philadelphia,2026-09-17T19:00-0400,music,https://do215.com/events/2026/9/17/phillies-specials-in-restaurant-food-drink-deals-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,"Phillies Specials, The Restaurant @ Brooklyn Bowl Philly",Brooklyn Bowl Philadelphia,2026-09-17T19:00-0400,music,https://do215.com/events/2026/9/17/phillies-specials-the-restaurant-brooklyn-bowl-philly-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,Karen Tenderness in DOPPEL BÄNGER,The Magic Gardens Studio,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/karen-tenderness-in-doppel-banger-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,Lunar Retreat,The Pearlstein Gallery,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/lunar-retreat-tickets-g0zlaoj
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,Endgame by Samuel Beckett,Theatre Exile,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/endgame-by-samuel-beckett-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,With Love from Ella,Philadelphia Clef Club of Jazz and Performing Arts,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/with-love-from-ella-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,"Skorts, NYSA, Twin Princess",Nikki Lopez,2026-09-17T19:00-0400,music,https://do215.com/events/2026/9/17/skorts-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,When The Curtain Rose,The Fallser Club,2026-09-17T19:00-0400,music,https://do215.com/events/2026/9/17/when-the-curtain-rose-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,With Love From Ella,Philadelphia Clef Club of Jazz & Performing Arts,2026-09-17T19:00-0400,music,https://do215.com/events/2026/9/17/with-love-from-ella-tickets-jaxqava
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,Lunar Retreat,The Pearlstein Gallery,2026-09-17T19:15-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/lunar-retreat-tickets-g0zlaoj
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,The Holy Fool,The Gym at Impact Services,2026-09-17T19:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/the-holy-fool-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,All Below,Lil' Filmmakers Inc.,2026-09-17T19:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/all-below-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,Mari Froes,The Foundry,2026-09-17T20:00-0400,music,https://do215.com/events/2026/9/17/mari-froes-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,"Stephen Dawes, with Jojomber",PhilaMOCA,2026-09-17T20:00-0400,music,https://do215.com/events/2026/9/17/stephen-dawes-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=2,2,Busch Lite Americana Nites with The Miners,Secondhand Ranch,2026-09-17T20:00-0400,music,https://do215.com/events/2026/9/17/busch-lite-americana-nites-with-the-miners-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Tgi Fly! Thank God It’S Flyday!,Silk City,2026-09-17T20:00-0400,music,https://do215.com/events/2026/9/17/tgi-fly-thank-god-it-s-flyday-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Krafty Kuts: The Road To Submersion Festival,The Barbary,2026-09-17T20:00-0400,dj-parties,https://do215.com/events/2026/9/17/krafty-kuts-the-road-to-submersion-festival-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Tuzluk,Asian Arts Initiative Black Box Theater,2026-09-17T20:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/tuzluk-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Way Dynamic,Johnny Brenda's,2026-09-17T21:00-0400,music,https://do215.com/events/2026/9/17/way-dynamic-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Spatial Awareness - doll.redacted,The Sound Lounge,2026-09-17T21:00-0400,dj-parties,https://do215.com/events/2026/9/17/spatial-awareness-doll-redacted-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Metal Night Philly Karaoke,Kung Fu Necktie,2026-09-17T22:00-0400,dj-parties,https://do215.com/events/2026/9/17/metal-night-philly-karaoke-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Wellness Walks,The Farm at Awbury,2026-09-17T07:00-0400,arts-culture,https://do215.com/events/2026/9/17/wellness-walks-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Wellness Walks,Awbury Aboretum,2026-09-17T07:00-0400,arts-culture,https://do215.com/events/2026/9/17/wellness-walks-tickets-melxwwj
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Let Freedom Ring,Cherry Street Pier,2026-09-17T09:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/let-freedom-ring-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,FDR Park Community Workday,FDR Park,2026-09-17T09:00-0400,outdoors,https://do215.com/events/2026/9/17/fdr-park-community-workday-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Native Planters,Schuylkill Center,2026-09-17T10:00-0400,arts-family,https://do215.com/events/2026/9/17/native-planters-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Montgomery County Senior Expo,Greater Philadelphia Expo Center at Oaks,2026-09-17T10:00-0400,convention,https://do215.com/events/2026/9/17/montgomery-county-senior-expo-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Extra Credit Thursdays,Dave & Buster's - Plymouth Meeting,2026-09-17T11:00-0400,food-drink,https://do215.com/events/2026/9/17/extra-credit-thursdays-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Extra Credit Thursdays,Dave & Buster's - Gloucester,2026-09-17T11:00-0400,food-drink,https://do215.com/events/2026/9/17/extra-credit-thursdays-tickets-wr1akv3
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Extra Credit Thursdays,Dave & Buster's,2026-09-17T11:00-0400,food-drink,https://do215.com/events/2026/9/17/extra-credit-thursdays-tickets-ovbn3wd
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Extra Credit Thursdays,Dave & Buster's - Philadelphia,2026-09-17T11:00-0400,food-drink,https://do215.com/events/2026/9/17/extra-credit-thursdays-tickets-pb5y7zv
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Highlights of the Museum,Philadelphia Art Museum,2026-09-17T11:00-0400,arts-culture,https://do215.com/events/2026/9/17/highlights-of-the-museum-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Administration & Operations Committees Meetings,SEPTA Board Room,2026-09-17T12:00-0400,charity-activism,https://do215.com/events/2026/9/17/administration-operations-committees-meetings-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Historic Germantown Visitor Center Open,Historic Germantown,2026-09-17T12:00-0400,arts-culture,https://do215.com/events/2026/9/17/historic-germantown-visitor-center-open-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Open Studio Hours,The People’s Gallery,2026-09-17T12:00-0400,arts-culture,https://do215.com/events/2026/9/17/open-studio-hours-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,I Don’t Dance!,Penn Arts Live: Bruce Montgomery Theatre,2026-09-17T13:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/i-don-t-dance-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Sankofa Farm Stand at the Welcome Center,Bartram's Garden,2026-09-17T14:30-0400,outdoors,https://do215.com/events/2026/9/17/sankofa-farm-stand-at-the-welcome-center-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,HOME – Snack Break,Northern Liberties Community Center,2026-09-17T15:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/home-snack-break-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Highlights of the Museum,Philadelphia Art Museum,2026-09-17T15:00-0400,arts-culture,https://do215.com/events/2026/9/17/highlights-of-the-museum-tickets-b3wbeqw
2026-09-17,https://do215.com/events/2026/09/17?page=3,3,Bodhi’s Guide to History,Sidewalk Outside 480 S. Broad St.,2026-09-17T16:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/bodhi-s-guide-to-history-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Thirsty Walls: An Artist Meet Up September 2026,Tattooed Moms,2026-09-17T17:00-0400,trivia-open-mics-other,https://do215.com/events/2026/9/17/thirsty-walls-an-artist-meet-up-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,"Amish Country Queer: A Night of Film, Art & Drag",Asian Arts Initiative Black Box Theater,2026-09-17T17:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/amish-country-queer-a-night-of-film-art-drag-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Cicada Stories,Icebox Project Space Gallery,2026-09-17T17:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/cicada-stories-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,All Night Happy Hour,FRINGE BAR,2026-09-17T17:00-0400,food-drink,https://do215.com/events/2026/9/17/all-night-happy-hour-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Trivia Thursdays,Claude's Comedy Club & Bar,2026-09-17T17:00-0400,comedy,https://do215.com/events/2026/9/17/trivia-thursdays-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,DJ Broscoe,Morgan's Pier,2026-09-17T17:00-0400,dj-parties,https://do215.com/events/2026/9/17/dj-broscoe-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Ward 25 Dems Fundraising Mixer,The Sound Lounge,2026-09-17T17:00-0400,dj-parties,https://do215.com/events/2026/9/17/ward-25-dems-fundraising-mixer-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Tour the PECO Green Roof,PECO Building,2026-09-17T17:30-0400,outdoors,https://do215.com/events/2026/9/17/tour-the-peco-green-roof-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Local Picks at Red Fox Lounge,Peddler's Village,2026-09-17T17:30-0400,arts-family,https://do215.com/events/2026/9/17/local-picks-at-red-fox-lounge-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,My Carmilla,Plays and Players Skinner Studio,2026-09-17T17:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/my-carmilla-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Pinch Pot Happy Hour,Bok Building,2026-09-17T17:30-0400,arts-culture,https://do215.com/events/2026/9/17/pinch-pot-happy-hour-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Member Happy Hour and Tour: BECUNA,Independence Seaport Museum,2026-09-17T17:30-0400,arts-culture,https://do215.com/events/2026/9/17/member-happy-hour-and-tour-becuna-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Days of Awe,Asian Arts Initiative Third Floor,2026-09-17T17:45-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/days-of-awe-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Flow at Bartram’s Garden: Community Yoga in the Garden,Bartram's Garden,2026-09-17T18:00-0400,outdoors,https://do215.com/events/2026/9/17/flow-at-bartram-s-garden-community-yoga-in-the-garden-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Declaration,Bob & Selma Horan Studio at the Arden Theatre,2026-09-17T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/declaration-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Seen & Unseen: A Pylon Experience,Dream Dialect,2026-09-17T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/seen-unseen-a-pylon-experience-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,The Women’s Film Festival 2026,Christ Church Neighborhood House,2026-09-17T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/the-women-s-film-festival-2026-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Handle with Care,Athenaeum of Philadelphia,2026-09-17T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/handle-with-care-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Artist Talk with Dyani White Hawk,Pennsylvania Academy of the Fine Arts Museum,2026-09-17T18:00-0400,arts-culture,https://do215.com/events/2026/9/17/artist-talk-with-dyani-white-hawk-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,"The Rosenbach Presents | Portrait of a Citizen: Stephen Girard, Mariner, Merchant, Banker & Philanthropist of the Early American",The Rosenbach Museum and Library,2026-09-17T18:00-0400,arts-culture,https://do215.com/events/2026/9/17/the-rosenbach-presents-portrait-of-a-citizen-stephen-girard-mariner-merchant-banker-philanthropist-of-the-early-american-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,FWM 50th Anniversary Preview Party,The Fabric Workshop and Museum,2026-09-17T18:00-0400,arts-culture,https://do215.com/events/2026/9/17/fwm-50th-anniversary-preview-party-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Not So Silent Cinema Presents: The Lodger,Mütter Museum,2026-09-17T18:00-0400,arts-culture,https://do215.com/events/2026/9/17/not-so-silent-cinema-presents-i-the-lodger-i-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Washington's Farewell: A Constitutional Convention Send Off,First Bank of the United States,2026-09-17T18:00-0400,arts-culture,https://do215.com/events/2026/9/17/washington-s-farewell-a-constitutional-convention-send-off-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Sunset Kayak Tour,Schuylkill Banks,2026-09-17T18:30-0400,outdoors,https://do215.com/events/2026/9/17/sunset-kayak-tour-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=4,4,Impersonator,Yellow Bicycle Theater,2026-09-17T18:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/impersonator-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,soft spot,Icebox Project Space Gallery,2026-09-17T18:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/soft-spot-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,I Don’t Dance!,Penn Arts Live: Bruce Montgomery Theatre,2026-09-17T18:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/i-don-t-dance-tickets-vbe89ey
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,QUIZZO with John from Philly Quizzo,Dock Street Brewery South,2026-09-17T18:30-0400,drag,https://do215.com/events/2026/9/17/quizzo-with-john-from-philly-quizzo-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Caramel & Toffee Making Workshop,The Cacao Pod,2026-09-17T18:30-0400,arts-culture,https://do215.com/events/2026/9/17/caramel-toffee-making-workshop-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Rediscovering America’s Forgotten Founders: Architects of the Constitution,National Constitution Center,2026-09-17T18:30-0400,arts-family,https://do215.com/events/2026/9/17/rediscovering-america-s-forgotten-founders-architects-of-the-constitution-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Constitution Day: The Justice System in America Today,Eastern State Penitentiary,2026-09-17T19:00-0400,arts-family,https://do215.com/events/2026/9/17/constitution-day-the-justice-system-in-america-today-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Fireside Chat: Art and Agency – The First Amendment and Incarceration in America,Eastern State Penitentiary,2026-09-17T19:00-0400,arts-family,https://do215.com/events/2026/9/17/fireside-chat-art-and-agency-the-first-amendment-and-incarceration-in-america-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Birdman,Philadelphia Film Society,2026-09-17T19:00-0400,film,https://do215.com/events/2026/9/17/birdman-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Oleanna,SideQuest Theater,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/oleanna-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Bodhi’s Guide to History,Sidewalk Outside 480 S. Broad St.,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/bodhi-s-guide-to-history-tickets-mmqjvqa
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Redeeming Time,Franklin Inn Club,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/redeeming-time-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,"COLUMBO’S DAY (The Nonsense Explorer Series, Vol. 1)",Pig Iron Theatre Company,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/columbo-s-day-the-nonsense-explorer-series-vol-1-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,"Amish Country Queer: A Night of Film, Art & Drag",Asian Arts Initiative Black Box Theater,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/amish-country-queer-a-night-of-film-art-drag-tickets-70xlvdq
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Egg and How I Learned to Save Myself,Calvary Center for Culture and Community,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/egg-and-how-i-learned-to-save-myself-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Helen Keller Wasn’t Real,The Louis Bluver Theatre at the Drake,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/helen-keller-wasn-t-real-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,The Process – Dance Creation Exploration,SNAP CITY STUDIO,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/the-process-dance-creation-exploration-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Tongue & Groove: ADULTING,SideQuest Theater,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/tongue-groove-adulting-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Twelve Steps Back,Deep End Studios,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/twelve-steps-back-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Friday Night Rat Catchers,FringeArts,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/friday-night-rat-catchers-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Adulting,SideQuest Theater,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/adulting-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Soundpainting Workshop with Sam Day Harmet,Fleisher Art Memorial,2026-09-17T19:00-0400,music,https://do215.com/events/2026/9/17/soundpainting-workshop-with-sam-day-harmet-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Experiencing Esherick Tour,Wharton Esherick Museum,2026-09-17T19:00-0400,arts-culture,https://do215.com/events/2026/9/17/experiencing-esherick-tour-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Trans Rights and Bodily Autonomy Meeting,Philadelphia,2026-09-17T19:00-0400,charity-activism,https://do215.com/events/2026/9/17/trans-rights-and-bodily-autonomy-meeting-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,Bingo Night!,Broken Goblet Brewing,2026-09-17T19:00-0400,music,https://do215.com/events/2026/9/17/bingo-night-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=5,5,After a Night Out,Clubfriends Radio & Records,2026-09-17T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/after-a-night-out-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=6,6,Studio 700 Open Mic,The 700,2026-09-17T19:00-0400,dj-parties,https://do215.com/events/2026/9/17/studio-700-open-mic-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=6,6,Baggage From BaghDAD: Becoming My Father’s Daughter,Asian Arts Initiative Third Floor,2026-09-17T19:15-0400,theatre-performing-arts,https://do215.com/events/2026/9/17/baggage-from-baghdad-becoming-my-father-s-daughter-tickets
2026-09-17,https://do215.com/events/2026/09/17?page=6,6,Olde Kensington Quizzo with Prior!,Wissahickon Brewing Company,2026-09-17T19:30-0400,food-drink,https://do215.com/events/2026/9/17/olde-kensington-quizzo-with-prior-tickets
