source_date,source_page,page_number,title,venue,start_datetime,category_raw,event_url
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,Tell Me Your Name,Asian Arts Initiative Third Floor,2026-09-18T19:15-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/tell-me-your-name-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,Legendary Saxophonist Bobby Watson & His Quartet,Chris' Jazz Cafe,2026-09-18T19:30-0400,music,https://do215.com/events/2026/9/18/legendary-saxophonist-bobby-watson-his-quartet-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,Sofar Sounds - Germantown,Sofar Sounds - Secret Location,2026-09-18T19:30-0400,music,https://do215.com/events/2026/9/18/sofar-sounds-germantown-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,The Holy Fool,The Gym at Impact Services,2026-09-18T19:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/the-holy-fool-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,All Below,Lil' Filmmakers Inc.,2026-09-18T19:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/all-below-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,Dominique Fils-Aimé,City Winery,2026-09-18T19:30-0400,music,https://do215.com/events/2026/9/18/dominique-fils-aime-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,Shannon Fielder,Claude's Comedy Club & Bar,2026-09-18T21:00-0400,comedy,https://do215.com/events/2026/9/18/shannon-fielder-tickets-5lkkmdd
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,20 Watt Tombstone,John and Peter's,2026-09-18T21:00-0400,music,https://do215.com/events/2026/9/18/20-watt-tombstone-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,Walk the Night,The Dolphin,2026-09-18T21:00-0400,music,https://do215.com/events/2026/9/18/shadowplay-pres-walk-the-night-new-wave-britpop-80s-90s-alt-party-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,COORS COUNTRY SUMMER SERIES: The Keystone Breakers,Secondhand Ranch,2026-09-18T21:00-0400,music,https://do215.com/events/2026/9/18/coors-country-summer-series-the-keystone-breakers-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,Legendary Saxophonist Bobby Watson & His Quartet,Chris' Jazz Cafe,2026-09-18T21:30-0400,music,https://do215.com/events/2026/9/18/legendary-saxophonist-bobby-watson-his-quartet-tickets-pbmlpq9
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,New Desires,Nikki Lopez,2026-09-18T22:00-0400,music,https://do215.com/events/2026/9/18/new-desires-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,Emo Night Philly,Kung Fu Necktie,2026-09-18T22:00-0400,dj-parties,https://do215.com/events/2026/9/18/emo-night-philly-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=3,3,We Walk Philly,Clark Park,2026-09-18T08:30-0400,outdoors,https://do215.com/events/2026/9/18/we-walk-philly-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Let Freedom Ring,Cherry Street Pier,2026-09-18T09:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/let-freedom-ring-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Parking Day - Transit Access Fund Edition,15th and Walnut,2026-09-18T09:00-0400,charity-activism,https://do215.com/events/2026/9/18/parking-day-transit-access-fund-edition-tickets-jeyrj0z
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Home Farm Club at Wyck,Wyck,2026-09-18T10:00-0400,arts-culture,https://do215.com/events/2026/9/18/home-farm-club-at-wyck-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Archery at the Lakes,FDR Park,2026-09-18T10:00-0400,outdoors,https://do215.com/events/2026/9/18/archery-at-the-lakes-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Fiesta Perreo El Perreo Continua | Virginia Rio Cantina,RIO CANTINA,2026-09-18T10:00-0400,dj-parties,https://do215.com/events/2026/9/18/fiesta-perreo-el-perreo-continua-virginia-rio-cantina-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,DITCH DAY Nashville Ep. 1 (Eagles vs Titans),175 Lafayette St,2026-09-18T11:00-0400,dj-parties,https://do215.com/events/2026/9/18/ditch-day-nashville-ep-1-eagles-vs-titans-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Stained Glass Suncatchers,The Resource Exchange,2026-09-18T11:00-0400,market,https://do215.com/events/2026/9/18/stained-glass-suncatchers-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Handle with Care,Athenaeum of Philadelphia,2026-09-18T12:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/handle-with-care-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Historic Germantown Visitor Center Open,Historic Germantown,2026-09-18T12:00-0400,arts-culture,https://do215.com/events/2026/9/18/historic-germantown-visitor-center-open-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Sketching in the Galleries,Philadelphia Art Museum,2026-09-18T12:00-0400,arts-culture,https://do215.com/events/2026/9/18/sketching-in-the-galleries-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Swim with your dog at Paws in the Pool,Kaiserman JCC,2026-09-18T12:00-0400,outdoors,https://do215.com/events/2026/9/18/swim-with-your-dog-at-paws-in-the-pool-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Baby Whale and the Plastic Ocean,Theatre Horizon,2026-09-18T13:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/baby-whale-and-the-plastic-ocean-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Going Out on a Limb: Physicality and Risk,Pig Iron Studio A,2026-09-18T13:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/going-out-on-a-limb-physicality-and-risk-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,"Guided Tour: ""Evolving Freedoms"" Exhibition",Frances M. Maguire Art Museum,2026-09-18T14:00-0400,arts-culture,https://do215.com/events/2026/9/18/guided-tour-evolving-freedoms-exhibition-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Tokio Sushi & Burrito Feliz,Wissahickon Brewing Company,2026-09-18T16:00-0400,food-drink,https://do215.com/events/2026/9/18/tokio-sushi-burrito-feliz-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Heart2Art,Life Do Grow Farm,2026-09-18T16:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/heart2art-tickets-6zmb751
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Pop-Ups @ Reading Terminal Market,Reading Terminal Market,2026-09-18T16:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/pop-ups-reading-terminal-market-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Outdoor Programming,Lest We Forget Museum of Slavery,2026-09-18T17:00-0400,arts-culture,https://do215.com/events/2026/9/18/outdoor-programming-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Sunset Stewardship -,FDR Park,2026-09-18T17:00-0400,outdoors,https://do215.com/events/2026/9/18/sunset-stewardship-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Wild Wanderers Open House,Schuylkill Center,2026-09-18T17:00-0400,arts-family,https://do215.com/events/2026/9/18/wild-wanderers-open-house-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Philly Phriday Happy Hour,FRINGE BAR,2026-09-18T17:00-0400,food-drink,https://do215.com/events/2026/9/18/philly-phriday-happy-hour-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Yellow Fever Tour,Christ Church Burial Ground,2026-09-18T17:00-0400,arts-culture,https://do215.com/events/2026/9/18/yellow-fever-tour-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,DJ Mr. Hollywood,Morgan's Pier,2026-09-18T17:00-0400,dj-parties,https://do215.com/events/2026/9/18/dj-mr-hollywood-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Drink and Tuft: Beginner Tufting Workshop,Bok Building,2026-09-18T17:00-0400,arts-culture,https://do215.com/events/2026/9/18/drink-and-tuft-beginner-tufting-workshop-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=4,4,Focaccia Pop-Up,Calandrino's Old City Vino,2026-09-18T17:00-0400,arts-culture,https://do215.com/events/2026/9/18/focaccia-pop-up-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Summer Friday ️,Philadelphia,2026-09-18T17:30-0400,arts-culture,https://do215.com/events/2026/9/18/summer-friday-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,A Dream Within A Dream,Icebox Project Space Gallery,2026-09-18T17:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/a-dream-within-a-dream-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Gerl Gurl Gorl!,Asian Arts Initiative Black Box Theater,2026-09-18T17:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/gerl-gurl-gorl-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Declaration,Bob & Selma Horan Studio at the Arden Theatre,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/declaration-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Seen & Unseen: A Pylon Experience,Dream Dialect,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/seen-unseen-a-pylon-experience-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,seven ate nine,Studio 34,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/seven-ate-nine-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Jane Eyre Wasn’t a Whore,Plays and Players Skinner Studio,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/jane-eyre-wasn-t-a-whore-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Fictional Names,Asian Arts Initiative Project Space,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/fictional-names-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,The Women’s Film Festival 2026,Christ Church Neighborhood House,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/the-women-s-film-festival-2026-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Heart2Art,The Village of The Arts & Humanitites,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/heart2art-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,"Love Abide With You, The Birthplace Quilts",Kensington Corridor Trust Garden,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/love-abide-with-you-the-birthplace-quilts-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,The Pizza Pit One Year Anniversary Party,Broken Goblet Brewing,2026-09-18T18:00-0400,music,https://do215.com/events/2026/9/18/the-pizza-pit-one-year-anniversary-party-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Creative Networking Night,The People’s Gallery,2026-09-18T18:00-0400,arts-culture,https://do215.com/events/2026/9/18/creative-networking-night-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,"“Say it Loud, I’m Black and I’m Proud”",The Colored Girls Museum,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/say-it-loud-i-m-black-and-i-m-proud-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Build Your Own Magnet or Pin Workshop,Tattooed Moms,2026-09-18T18:00-0400,trivia-open-mics-other,https://do215.com/events/2026/9/18/build-your-own-magnet-or-pin-workshop-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Magnet and Pin Workshop,Tattooed Mom,2026-09-18T18:00-0400,arts-culture,https://do215.com/events/2026/9/18/magnet-and-pin-workshop-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,After a Night Out,Clubfriends Radio & Records,2026-09-18T18:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/after-a-night-out-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Murder at the Netherfield Ball: An Interactive Mytery,Elfreth’s Alley Museum,2026-09-18T18:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/murder-at-the-netherfield-ball-an-interactive-mytery-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,I Don’t Dance!,Penn Arts Live: Bruce Montgomery Theatre,2026-09-18T18:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/i-don-t-dance-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Show Pony,Yellow Bicycle Theater,2026-09-18T18:30-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/show-pony-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Folsom Prison Experience - a Johnny Cash Dramatic Tribute Show,Scottish Rite Auditorium,2026-09-18T19:00-0400,music,https://do215.com/events/2026/9/18/folsom-prison-experience-a-johnny-cash-dramatic-tribute-show-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Book Club: Plot Twist Pending,CSz Philadelphia,2026-09-18T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/book-club-plot-twist-pending-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Oleanna,SideQuest Theater,2026-09-18T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/oleanna-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,The Garden of Alla,Dinosaur House,2026-09-18T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/the-garden-of-alla-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=5,5,Voynich,Asian Arts Initiative Black Box Theater,2026-09-18T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/voynich-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=6,6,Egg and How I Learned to Save Myself,Calvary Center for Culture and Community,2026-09-18T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/egg-and-how-i-learned-to-save-myself-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=6,6,Twelve Steps Back,Deep End Studios,2026-09-18T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/twelve-steps-back-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=6,6,Friday Night Rat Catchers,FringeArts,2026-09-18T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/friday-night-rat-catchers-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=6,6,If ever,Icebox Project Space Gallery,2026-09-18T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/if-ever-tickets
2026-09-18,https://do215.com/events/2026/09/18?page=6,6,JENder BENDER,The Perch Music and Arts Workshop,2026-09-18T19:00-0400,theatre-performing-arts,https://do215.com/events/2026/9/18/jender-bender-tickets
